dest_path	action	union_path	union_blob	public_blob	layer	export_blob	reason
dist/src/claude/index.js.map	PRESERVE			2e0cb8097fac29f13b0e04758c54ace111622f5d		2e0cb8097fac29f13b0e04758c54ace111622f5d	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/claude/objection-retirement.d.ts	PRESERVE			6d60b0004a6aed415e3c67193703309dd8f538e9		6d60b0004a6aed415e3c67193703309dd8f538e9	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/claude/objection-retirement.d.ts.map	PRESERVE			dec4afe7924f12d77408ce0139a6b107411ea084		dec4afe7924f12d77408ce0139a6b107411ea084	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/claude/objection-retirement.js	PRESERVE			49e9c3d4b9bcdedbcf0717d669516e8dd54e559b		49e9c3d4b9bcdedbcf0717d669516e8dd54e559b	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/claude/objection-retirement.js.map	PRESERVE			7f74d3e462d96e44d3847b777a3cfeb5f534e4a3		7f74d3e462d96e44d3847b777a3cfeb5f534e4a3	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/claude/types.d.ts	PRESERVE			18f40a49991ce19dad56ab622b61f6bed4d80e9a		18f40a49991ce19dad56ab622b61f6bed4d80e9a	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/claude/types.d.ts.map	PRESERVE			22eb12c4308c97617284fb7edbd440fa952a2e4a		22eb12c4308c97617284fb7edbd440fa952a2e4a	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/claude/types.js	PRESERVE			c32b694b045089c4db3a7d2d39585956f8b8845e		c32b694b045089c4db3a7d2d39585956f8b8845e	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/claude/types.js.map	PRESERVE			f7d3a8f3cbf3fe8ca105d18f7811c23a70e26e11		f7d3a8f3cbf3fe8ca105d18f7811c23a70e26e11	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/config/providers.d.ts	PRESERVE			ccf619e006e60b3eb766e14ffc6049c247a1deff		ccf619e006e60b3eb766e14ffc6049c247a1deff	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/config/providers.d.ts.map	PRESERVE			008999474f592604960a3c0407cdc30d948fd958		008999474f592604960a3c0407cdc30d948fd958	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/config/providers.js	PRESERVE			21060abd8a0c7071f729d54ce59fb3b2c49f55d6		21060abd8a0c7071f729d54ce59fb3b2c49f55d6	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/config/providers.js.map	PRESERVE			3ec63acf9691adef5804cfdf6b5e3a29164a2f53		3ec63acf9691adef5804cfdf6b5e3a29164a2f53	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/approval-record.d.ts	PRESERVE			1226aadcae4e029164c78cb572d45f0e935a0db6		1226aadcae4e029164c78cb572d45f0e935a0db6	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/approval-record.d.ts.map	PRESERVE			b680c4a59e37bec3a73f1ab1a03e8ba2e6e6e4cd		b680c4a59e37bec3a73f1ab1a03e8ba2e6e6e4cd	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/approval-record.js	PRESERVE			4601a16b122d534ff44517e10ffa21c357ea7587		4601a16b122d534ff44517e10ffa21c357ea7587	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/approval-record.js.map	PRESERVE			c57e750bc748330535b3c7333d9c05ee5379c0ec		c57e750bc748330535b3c7333d9c05ee5379c0ec	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/decision-basis.d.ts	PRESERVE			c0a3e34770050231fc31deaa0e6ceef26c080912		c0a3e34770050231fc31deaa0e6ceef26c080912	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/decision-basis.d.ts.map	PRESERVE			910dc97b9efe33ccaec19431fe2f6766447ebe58		910dc97b9efe33ccaec19431fe2f6766447ebe58	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/decision-basis.js	PRESERVE			9a0f9f4bd274ea8eef15851e91bc8de0556cf102		9a0f9f4bd274ea8eef15851e91bc8de0556cf102	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/decision-basis.js.map	PRESERVE			15e5948ace2c5f323903d07beccd8b0d14cade37		15e5948ace2c5f323903d07beccd8b0d14cade37	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/fingerprint.d.ts	PRESERVE			198dcf3b4dcd986a28808432975306fd19ea7a88		198dcf3b4dcd986a28808432975306fd19ea7a88	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/fingerprint.d.ts.map	PRESERVE			efc60021c4667b3311fdb483e4861faebf530b8e		efc60021c4667b3311fdb483e4861faebf530b8e	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/fingerprint.js	PRESERVE			f389ea75740db4d7ee0abfd47d251040f72af017		f389ea75740db4d7ee0abfd47d251040f72af017	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/fingerprint.js.map	PRESERVE			dee360ee25d54899647c8f47e5af357f0c1224a9		dee360ee25d54899647c8f47e5af357f0c1224a9	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/index.d.ts	PRESERVE			1f18012a8b9c9fae5d24cfadef55b057b3b7b331		1f18012a8b9c9fae5d24cfadef55b057b3b7b331	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/index.d.ts.map	PRESERVE			d6c3c933c52b1aaedbcd2aee831c5f80db02c73e		d6c3c933c52b1aaedbcd2aee831c5f80db02c73e	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/index.js	PRESERVE			7fdc42fd0f05a2d3d9deacab498891ebb4e1b35e		7fdc42fd0f05a2d3d9deacab498891ebb4e1b35e	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/index.js.map	PRESERVE			f57373144c09a0fd3ac735c4d39384d6768f9290		f57373144c09a0fd3ac735c4d39384d6768f9290	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/repository-provenance.d.ts	PRESERVE			7287378ae4c3732d67bf78e78fb9478a0fb4ae35		7287378ae4c3732d67bf78e78fb9478a0fb4ae35	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/repository-provenance.d.ts.map	PRESERVE			5a17421ecdb22d6a62d52fd496f85d9433aa227d		5a17421ecdb22d6a62d52fd496f85d9433aa227d	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/repository-provenance.js	PRESERVE			b786fc46e319ae2444f6cde433a5fff7b8bb7bfe		b786fc46e319ae2444f6cde433a5fff7b8bb7bfe	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/constitution/repository-provenance.js.map	PRESERVE			0c4dd95f713fe963a96bae0f01936431565e0bdd		0c4dd95f713fe963a96bae0f01936431565e0bdd	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/adapters/inprocess-adapter.d.ts	PRESERVE			4d80b0641f05b64f904f708525c36a326ddef8dc		4d80b0641f05b64f904f708525c36a326ddef8dc	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/adapters/inprocess-adapter.d.ts.map	PRESERVE			d245adb7f47b7f9e6aafa3f6316948683085921a		d245adb7f47b7f9e6aafa3f6316948683085921a	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/adapters/inprocess-adapter.js	PRESERVE			d755bc331bc8857c0adb910d2a3af19a0f937d58		d755bc331bc8857c0adb910d2a3af19a0f937d58	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/adapters/inprocess-adapter.js.map	PRESERVE			21fe5df5ed867248fc611a8d5c0f785af0e3ff1e		21fe5df5ed867248fc611a8d5c0f785af0e3ff1e	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/artifact-mapper.d.ts	PRESERVE			3b0018736bb6e00bdec0a549461f4236839cd1ac		3b0018736bb6e00bdec0a549461f4236839cd1ac	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/artifact-mapper.d.ts.map	PRESERVE			7d71b1d3842c0aa29a7201137ac3bcd9aebe4d01		7d71b1d3842c0aa29a7201137ac3bcd9aebe4d01	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/artifact-mapper.js	PRESERVE			941ca55f125a7ea502df3d842ecc577b752dda46		941ca55f125a7ea502df3d842ecc577b752dda46	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/artifact-mapper.js.map	PRESERVE			952356801a7d4f0ca772053d553f406316eae831		952356801a7d4f0ca772053d553f406316eae831	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/delivery-gate.d.ts	PRESERVE			f362c4e959799acbbb36a4ee683ad7a1c0301e07		f362c4e959799acbbb36a4ee683ad7a1c0301e07	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/delivery-gate.d.ts.map	PRESERVE			b83c146e6f16244e9bf1c86cd81642fdb6672e2b		b83c146e6f16244e9bf1c86cd81642fdb6672e2b	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/delivery-gate.js	PRESERVE			b8baaf64d5f04937c5d69965e628747882a6e01b		b8baaf64d5f04937c5d69965e628747882a6e01b	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/delivery-gate.js.map	PRESERVE			b9ceb94dd7770648529173f3c40978b3d22b16eb		b9ceb94dd7770648529173f3c40978b3d22b16eb	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/glob-matcher.d.ts	PRESERVE			f56068d650a871f01c635d452cba2605333dfa32		f56068d650a871f01c635d452cba2605333dfa32	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/glob-matcher.d.ts.map	PRESERVE			8fcc6dc1e4f9066341306df7a626d40eccef48db		8fcc6dc1e4f9066341306df7a626d40eccef48db	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/glob-matcher.js	PRESERVE			8f41bde748f1a3bc76a9caf38ec5d57546149039		8f41bde748f1a3bc76a9caf38ec5d57546149039	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/glob-matcher.js.map	PRESERVE			9d42e2aade25f3b1a0b96e0fa23687b3a9285032		9d42e2aade25f3b1a0b96e0fa23687b3a9285032	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/index.d.ts	PRESERVE			559b7877a1b72533d6d55f5c77f40a62d9471955		559b7877a1b72533d6d55f5c77f40a62d9471955	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/index.d.ts.map	PRESERVE			d83d71746e71c7e369a8d4437fd82d749fb79500		d83d71746e71c7e369a8d4437fd82d749fb79500	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/index.js	PRESERVE			1001cd1718d31f243cd6b7599bcacd970dc71fef		1001cd1718d31f243cd6b7599bcacd970dc71fef	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/index.js.map	PRESERVE			0423c42e1c3be580e3a843ae8789c86cea0b8e9c		0423c42e1c3be580e3a843ae8789c86cea0b8e9c	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/ocd-evaluator.d.ts	PRESERVE			f2a6804c186fd9b7cacf68108b4cdc5cac32b0f4		f2a6804c186fd9b7cacf68108b4cdc5cac32b0f4	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/ocd-evaluator.d.ts.map	PRESERVE			3f1e8f50930f376e5a94a9c069417246a160e0bf		3f1e8f50930f376e5a94a9c069417246a160e0bf	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/ocd-evaluator.js	PRESERVE			aa3924fae6c7decb9bc5d2b333912f7e24c54746		aa3924fae6c7decb9bc5d2b333912f7e24c54746	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/ocd-evaluator.js.map	PRESERVE			ef0323ea35109af46a829ae36a0d53de1295ed30		ef0323ea35109af46a829ae36a0d53de1295ed30	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/types.d.ts	PRESERVE			29edfd831ba7eba3a197c16749ce927e4d92ca86		29edfd831ba7eba3a197c16749ce927e4d92ca86	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/types.d.ts.map	PRESERVE			bd700101119b70d1db4558a4c562b8fe6a9e962d		bd700101119b70d1db4558a4c562b8fe6a9e962d	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/types.js	PRESERVE			56c242dfee516678e835444711ac8f9f94c7754f		56c242dfee516678e835444711ac8f9f94c7754f	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/cursor/types.js.map	PRESERVE			a4cf30a7b120cf17c80bbd7fb82c67fef4b2cb2c		a4cf30a7b120cf17c80bbd7fb82c67fef4b2cb2c	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/build.d.ts	PRESERVE			600318da11bc2cc8d8f9300ebcfa01166b01bf6f		600318da11bc2cc8d8f9300ebcfa01166b01bf6f	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/build.d.ts.map	PRESERVE			228a3bcaa671b380aa302073cfe5749b6139de33		228a3bcaa671b380aa302073cfe5749b6139de33	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/build.js	PRESERVE			2be28030b80d530ed224086dcf46058758733b08		2be28030b80d530ed224086dcf46058758733b08	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/build.js.map	PRESERVE			24cc0a448e88369f67d9c44b03c4dff4fac338a3		24cc0a448e88369f67d9c44b03c4dff4fac338a3	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/evaluate.d.ts	PRESERVE			0c6c2961c3eb8f05129ef05d2a104b3befde9233		0c6c2961c3eb8f05129ef05d2a104b3befde9233	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/evaluate.d.ts.map	PRESERVE			57750faa1bfbafbedd23abceb5d9173f084517fe		57750faa1bfbafbedd23abceb5d9173f084517fe	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/evaluate.js	PRESERVE			4755e01031348d0752708eb1c47afe4815188518		4755e01031348d0752708eb1c47afe4815188518	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/evaluate.js.map	PRESERVE			b0b28f7d323b50d650efa695c7e2a5d4bff79da6		b0b28f7d323b50d650efa695c7e2a5d4bff79da6	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/observe.d.ts	PRESERVE			46da7c77acec8c9ba7fb85df32db800854416f94		46da7c77acec8c9ba7fb85df32db800854416f94	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/observe.d.ts.map	PRESERVE			6b9470bea437492e53242c7503f05d6cd3c6a865		6b9470bea437492e53242c7503f05d6cd3c6a865	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/observe.js	PRESERVE			296976c88f2ac0e6cc95ef2685e7f86ef954cdc9		296976c88f2ac0e6cc95ef2685e7f86ef954cdc9	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/observe.js.map	PRESERVE			1d9bde357d52f2130bcc8c42b41ce8d6aa43ece4		1d9bde357d52f2130bcc8c42b41ce8d6aa43ece4	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/render.d.ts	PRESERVE			12f41781789dd77b0c224fd197a4a93644061ec0		12f41781789dd77b0c224fd197a4a93644061ec0	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/render.d.ts.map	PRESERVE			9e9bdbe30f6480aee42c62d3d981802b079b7183		9e9bdbe30f6480aee42c62d3d981802b079b7183	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/render.js	PRESERVE			16a8ad47cf880d36c0663f03ff5b635d3e4e23d3		16a8ad47cf880d36c0663f03ff5b635d3e4e23d3	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/render.js.map	PRESERVE			56e7e6ca9d842f76702642022fe8a092f616b487		56e7e6ca9d842f76702642022fe8a092f616b487	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/suggested-actions.d.ts	PRESERVE			c6cded764b8bc648c42210f5f187886581fb6d28		c6cded764b8bc648c42210f5f187886581fb6d28	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/suggested-actions.d.ts.map	PRESERVE			44a956c8939d1f6487f19aba5ebfba5e786df553		44a956c8939d1f6487f19aba5ebfba5e786df553	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/suggested-actions.js	PRESERVE			6f218ad7caa4478ee8612da3844417f76ad5a77d		6f218ad7caa4478ee8612da3844417f76ad5a77d	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/suggested-actions.js.map	PRESERVE			3d1549e218710ed8183f2182e1437a6cbace88d2		3d1549e218710ed8183f2182e1437a6cbace88d2	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/types.d.ts	PRESERVE			07a144a0eca126e96d5ada343becc635d18cca32		07a144a0eca126e96d5ada343becc635d18cca32	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/types.d.ts.map	PRESERVE			db4337d4164afbc48f143fef69f38d71253406c7		db4337d4164afbc48f143fef69f38d71253406c7	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/types.js	PRESERVE			db0490473b43c96bf2f5e2c36942a71357b08d4c		db0490473b43c96bf2f5e2c36942a71357b08d4c	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/diagnostics/types.js.map	PRESERVE			3a4af3c4c17a164f2f59511bd6ab8abd5e55d107		3a4af3c4c17a164f2f59511bd6ab8abd5e55d107	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/evidence-basis/types.d.ts	PRESERVE			edd0233a6ebf95fe9337593346b2d4e9a3d98247		edd0233a6ebf95fe9337593346b2d4e9a3d98247	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/evidence-basis/types.d.ts.map	PRESERVE			ce39fc7127356a22cc9285e0883a7963e4a64baf		ce39fc7127356a22cc9285e0883a7963e4a64baf	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/evidence-basis/types.js	PRESERVE			21828cc6baad499c64714adac3762528cc47c848		21828cc6baad499c64714adac3762528cc47c848	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/evidence-basis/types.js.map	PRESERVE			c39ca3d10f4226045615b0f2768e12c1a0986bde		c39ca3d10f4226045615b0f2768e12c1a0986bde	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/boundary-observer.d.ts	PRESERVE			aff8281722ee5a63db2918e77ce9ecbbf480b261		aff8281722ee5a63db2918e77ce9ecbbf480b261	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/boundary-observer.d.ts.map	PRESERVE			d74c8f36a15142495831622597791c2f34de54c1		d74c8f36a15142495831622597791c2f34de54c1	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/boundary-observer.js	PRESERVE			9a3231353fbcea3f0aa1ab3b999884d7066f30de		9a3231353fbcea3f0aa1ab3b999884d7066f30de	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/boundary-observer.js.map	PRESERVE			16d1ca1e159cce59f0271e982b84ae27c20c8633		16d1ca1e159cce59f0271e982b84ae27c20c8633	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/claude/claude-execution-coordinator.d.ts	PRESERVE			ca7cc3489bdd043ea501712b0c0a8d40bab247f2		ca7cc3489bdd043ea501712b0c0a8d40bab247f2	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/claude/claude-execution-coordinator.d.ts.map	PRESERVE			d5f30d0f1bf3ba2fc13d02f9da53995bbe963f80		d5f30d0f1bf3ba2fc13d02f9da53995bbe963f80	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/claude/claude-execution-coordinator.js	PRESERVE			41d0b71b4339198402407576977b5401166dbb7b		41d0b71b4339198402407576977b5401166dbb7b	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/claude/claude-execution-coordinator.js.map	PRESERVE			32deec5ebad3e3631e947d33153b0e51be8a8c3d		32deec5ebad3e3631e947d33153b0e51be8a8c3d	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/cursor/cursor-execution-coordinator.d.ts	PRESERVE			1a7efb23d3de191f596bfb2cdd6905e41e65d481		1a7efb23d3de191f596bfb2cdd6905e41e65d481	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/cursor/cursor-execution-coordinator.d.ts.map	PRESERVE			b3a0a62776607dcee7254fad87539eca263b2212		b3a0a62776607dcee7254fad87539eca263b2212	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/cursor/cursor-execution-coordinator.js	PRESERVE			86077cf76dfee50cdb23366b5d49263038ffb6d0		86077cf76dfee50cdb23366b5d49263038ffb6d0	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/cursor/cursor-execution-coordinator.js.map	PRESERVE			84f2b8edfae2c4f4a2a4216a504b468f16ab06a0		84f2b8edfae2c4f4a2a4216a504b468f16ab06a0	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/fs-boundary-observer.d.ts	PRESERVE			8f93ee9e30d0a8753869bd43024e7a85f784c14e		8f93ee9e30d0a8753869bd43024e7a85f784c14e	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/fs-boundary-observer.d.ts.map	PRESERVE			1861bfb98e818fb7ca6c901b9f438d21d4f02102		1861bfb98e818fb7ca6c901b9f438d21d4f02102	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/fs-boundary-observer.js	PRESERVE			7bcf89cd73ff6009d8b684ff5d152015eeb9aa16		7bcf89cd73ff6009d8b684ff5d152015eeb9aa16	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/fs-boundary-observer.js.map	PRESERVE			d29a6b4c6c37e3a49c5d58d1de692c8f65833891		d29a6b4c6c37e3a49c5d58d1de692c8f65833891	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/session-db.d.ts	PRESERVE			543580f8a5dcd2efc0b8100a46e84f7b68deff77		543580f8a5dcd2efc0b8100a46e84f7b68deff77	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/session-db.d.ts.map	PRESERVE			2957b5b289fb723dd03e55999d289b8b137399bd		2957b5b289fb723dd03e55999d289b8b137399bd	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/session-db.js	PRESERVE			7379f2b8ca3e4ee014ef5af77720e43cce4c76ad		7379f2b8ca3e4ee014ef5af77720e43cce4c76ad	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/session-db.js.map	PRESERVE			0b92e000f596b6162bdb40881b6d6890f735ae5a		0b92e000f596b6162bdb40881b6d6890f735ae5a	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
dist/src/execution/spec-to-execution-steps.d.ts	PRESERVE			d9a1dc76dfb2eb79e27ec71408bd2d8f074b13ff		d9a1dc76dfb2eb79e27ec71408bd2d8f074b13ff	Historical generated package-home dist/. Preserve. Do not overwrite with unpublished alpha.74 dist. Do not delete.
